Enter value for sql_id: crg49j4zawzwt

   |             |          |      |                 |    |      |       |      |        |            |           |         |          |      elapsd|         cpu|          io|       clust|        conc|         |          |            |
   |             |          |      |                 | inv| parse|       |PXServ|        |      buffer|       disk|   direct|      rows|        time|        time|        wait|        wait|        wait|         |          |     elapsed|
 in|             | plan_hash|  snap|                 |alid| calls|   exec|  Exec| fetches|        gets|      reads|   writes| processed|       delta|       delta|       delta|       delta|       delta|         |          |         per|
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta| delta|   delta|       delta|      delta|    delta|     delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |    CPU_EX|   execution|SQL_PROFILE
---|-------------|----------|------|-----------------|----|------|-------|------|--------|------------|-----------|---------|----------|------------|------------|------------|------------|------------|---------|----------|------------|------------------------------------------------------------------------------------------------
  1|crg49j4zawzwt| 311184100| 26277|THU 10-10 09:00  |   3|     2|     16|  1407290.48|   239640.00|  1275100.26|         .00|         .00|ALL      |        6|    79693.77|null        |null        |   14977.5|    87955.66
  1|crg49j4zawzwt| 311184100| 26278|THU 10-10 10:00  |   1|     1|     16|  1416177.09|   240150.00|  1284511.57|         .00|         .00|ALL      |        6|    80281.97|null        |null        | 15009.375|    88511.07
  1|crg49j4zawzwt| 311184100| 26279|THU 10-10 11:00  |   1|     3|     16|  1409466.50|   240330.00|  1276516.17|         .00|         .00|ALL      |        6|    79782.26|null        |null        | 15020.625|    88091.66
  1|crg49j4zawzwt| 311184100| 26280|THU 10-10 12:00  |   0|     4|     16|  1464314.14|   244790.00|  1328217.25|         .00|         .00|ALL      |        6|    83013.58|null        |null        | 15299.375|    91519.63
  1|crg49j4zawzwt| 311184100| 26281|THU 10-10 13:00  |   0|     5|     16|  1410003.07|   242680.00|  1273687.13|         .00|         .00|ALL      |        9|    79605.45|null        |null        |   15167.5|    88125.19
  1|crg49j4zawzwt| 311184100| 26282|THU 10-10 14:00  |   1|     4|     16|  1432618.01|   240790.00|  1299901.70|         .00|         .00|ALL      |       11|    81243.86|null        |null        | 15049.375|    89538.63
  1|crg49j4zawzwt| 311184100| 26283|THU 10-10 15:00  |   1|     7|     16|  1483882.23|   242610.00|  1347786.49|         .00|         .00|ALL      |        6|    84236.66|null        |null        | 15163.125|    92742.64
  1|crg49j4zawzwt| 311184100| 26284|THU 10-10 16:00  |   1|     4|     16|  1408012.25|   243980.00|  1270634.23|         .00|         .00|ALL      |        6|    79414.64|null        |null        |  15248.75|    88000.77
  1|crg49j4zawzwt| 311184100| 26285|THU 10-10 17:00  |   1|     5|     16|  1662509.63|   248850.00|  1518007.56|         .00|         .00|ALL      |        6|    94875.47|null        |null        | 15553.125|   103906.85
  1|crg49j4zawzwt| 311184100| 26286|THU 10-10 18:00  |   1|     5|     16|  1378742.04|   242550.00|  1242791.33|         .00|         .00|ALL      |        6|    77674.46|null        |null        | 15159.375|    86171.38
  1|crg49j4zawzwt| 311184100| 26287|THU 10-10 19:00  |   1|     2|     16|  1403626.10|   242030.00|  1270613.11|         .00|         .00|ALL      |        7|    79413.32|null        |null        | 15126.875|    87726.63
  1|crg49j4zawzwt| 311184100| 26288|THU 10-10 20:00  |   1|     3|     16|  1389991.59|   238440.00|  1259759.79|         .00|         .00|ALL      |        6|    78734.99|null        |null        |   14902.5|    86874.47
  1|crg49j4zawzwt| 311184100| 26289|THU 10-10 21:00  |   3|     5|     16|  1429163.06|   244010.00|  1284329.71|         .00|         .00|ALL      |        7|    80270.61|null        |null        | 15250.625|    89322.69
  1|crg49j4zawzwt| 311184100| 26290|THU 10-10 22:00  |   0|     5|     15|  1789881.72|   224340.00|  1665690.44|         .00|         .00|ALL      |        6|   111046.03|null        |null        |     14956|   119325.45
  1|crg49j4zawzwt| 311184100| 26291|THU 10-10 23:00  |   0|     1|     16|  1774421.62|   265210.00|  1623247.73|         .00|      221.32|ALL      |        7|   101452.98|null        |       13.83| 16575.625|   110901.35
  1|crg49j4zawzwt| 311184100| 26292|FRI 11-10 00:00  |   0|     0|     11|  1137234.80|   187480.00|  1028595.37|         .00|      218.50|ALL      |        2|    93508.67|null        |       19.86|17043.6364|   103384.98
  1|crg49j4zawzwt| 311184100| 26293|FRI 11-10 01:00  |   0|     3|     16|  1520064.02|   274320.00|  1360477.12|         .00|      216.39|ALL      |        6|    85029.82|null        |       13.52|     17145|    95004.00
  1|crg49j4zawzwt| 311184100| 26294|FRI 11-10 02:00  |   0|     2|     15|  1389004.20|   242060.00|  1254082.02|         .00|         .00|ALL      |        7|    83605.47|null        |null        |16137.3333|    92600.28
  1|crg49j4zawzwt| 311184100| 26295|FRI 11-10 03:00  |   1|     1|     16|  1385863.19|   242350.00|  1251576.43|         .00|         .00|ALL      |        6|    78223.53|null        |null        | 15146.875|    86616.45
  1|crg49j4zawzwt| 311184100| 26296|FRI 11-10 04:00  |   1|     1|     15|  1690891.63|   192830.00|  1575343.38|         .00|       86.52|ALL      |        4|   105022.89|null        |        5.77|12855.3333|   112726.11
  1|crg49j4zawzwt| 311184100| 26297|FRI 11-10 05:00  |   0|     1|     16|  1235183.31|   216760.00|  1110275.61|         .00|         .00|ALL      |        7|    69392.23|null        |null        |   13547.5|    77198.96
  1|crg49j4zawzwt| 311184100| 26298|FRI 11-10 06:00  |   1|     3|     16|  1167397.13|   199780.00|  1052987.28|         .00|         .00|FIR      |        7|    65811.71|null        |null        |  12486.25|    72962.32
  1|crg49j4zawzwt| 311184100| 26299|FRI 11-10 07:00  |   1|     4|     15|  1274309.44|   208380.00|  1130737.63|         .00|       94.20|ALL      |        5|    75382.51|null        |        6.28|     13892|    84953.96
  1|crg49j4zawzwt| 311184100| 26300|FRI 11-10 08:00  |   0|     0|     16|  1318899.27|   232550.00|  1181242.90|         .00|         .00|ALL      |        7|    73827.68|null        |null        | 14534.375|    82431.20
  1|crg49j4zawzwt| 311184100| 26301|FRI 11-10 09:00  |   0|     2|     16|  1316742.12|   236970.00|  1176425.78|         .00|         .00|ALL      |        8|    73526.61|null        |null        | 14810.625|    82296.38
  1|crg49j4zawzwt| 311184100| 26302|FRI 11-10 10:00  |   0|     1|     16|  1316766.59|   236600.00|  1177283.44|         .00|         .00|ALL      |        7|    73580.21|null        |null        |   14787.5|    82297.91
  1|crg49j4zawzwt| 311184100| 26303|FRI 11-10 11:00  |   0|     0|     16|  1449390.45|   250610.00|  1301992.42|         .00|         .00|ALL      |        6|    81374.53|null        |null        | 15663.125|    90586.90
  1|crg49j4zawzwt| 311184100| 26304|FRI 11-10 12:00  |   0|     2|     15|  1525989.82|   240850.00|  1388295.45|         .00|         .00|ALL      |        6|    92553.03|null        |null        |16056.6667|   101732.65
  1|crg49j4zawzwt| 311184100| 26305|FRI 11-10 13:00  |   3|     0|     17|  1333778.74|   233600.00|  1202591.91|         .00|         .00|ALL      |        7|    70740.70|null        |null        |13741.1765|    78457.57
  1|crg49j4zawzwt| 311184100| 26306|FRI 11-10 14:00  |   0|     0|     16|  1346425.87|   234570.00|  1214122.29|         .00|         .00|ALL      |        7|    75882.64|null        |null        | 14660.625|    84151.62
  1|crg49j4zawzwt| 311184100| 26307|FRI 11-10 15:00  |   0|     4|     15|  1329827.46|   232100.00|  1199789.32|         .00|         .00|ALL      |        6|    79985.95|null        |null        |15473.3333|    88655.16
  1|crg49j4zawzwt| 311184100| 26308|FRI 11-10 16:00  |   1|     3|     16|  1320048.63|   228940.00|  1191877.69|         .00|         .00|ALL      |        2|    74492.36|null        |null        |  14308.75|    82503.04
  1|crg49j4zawzwt| 311184100| 26309|FRI 11-10 17:00  |   0|     6|     16|  1481338.86|   235680.00|  1347798.79|         .00|        1.52|ALL      |        0|    84237.42|null        |         .09|     14730|    92583.68
  1|crg49j4zawzwt| 311184100| 26310|FRI 11-10 18:00  |   0|     2|     16|  1306699.95|   230500.00|  1173977.11|         .00|         .00|ALL      |        0|    73373.57|null        |null        |  14406.25|    81668.75
  1|crg49j4zawzwt| 311184100| 26311|FRI 11-10 19:00  |   0|     3|     16|  1414521.51|   249870.00|  1267627.37|         .00|       88.38|ALL      |null     |    79226.71|null        |        5.52| 15616.875|    88407.59
  1|crg49j4zawzwt| 311184100| 26312|FRI 11-10 20:00  |   0|     3|     15|  1441986.95|   244590.00|  1301535.01|         .00|         .00|ALL      |null     |    86769.00|null        |null        |     16306|    96132.46
  1|crg49j4zawzwt| 311184100| 26313|FRI 11-10 21:00  |   1|     1|     16|  1368970.61|   240940.00|  1232831.14|         .00|         .00|ALL      |        0|    77051.95|null        |null        |  15058.75|    85560.66
  1|crg49j4zawzwt| 311184100| 26314|FRI 11-10 22:00  |   1|     2|     14|  1813717.77|   229160.00|  1681205.65|         .00|      109.72|ALL      |        0|   120086.12|null        |        7.84|16368.5714|   129551.27
  1|crg49j4zawzwt| 311184100| 26315|FRI 11-10 23:00  |   1|     0|     16|  1344698.66|   243700.00|  1211894.90|         .00|      110.15|ALL      |null     |    75743.43|null        |        6.88|  15231.25|    84043.67
  1|crg49j4zawzwt| 311184100| 26316|SAT 12-10 00:00  |   1|     1|     12|   958871.20|   171570.00|   862985.49|         .00|      109.03|ALL      |null     |    71915.46|null        |        9.09|   14297.5|    79905.93
  1|crg49j4zawzwt| 311184100| 26317|SAT 12-10 01:00  |   0|     2|     15|  1372505.23|   250150.00|  1232081.54|         .00|      218.90|ALL      |        0|    82138.77|null        |       14.59|16676.6667|    91500.35
  1|crg49j4zawzwt| 311184100| 26318|SAT 12-10 02:00  |   1|     3|     16|  1337680.57|   234290.00|  1206567.68|         .00|         .00|ALL      |        0|    75410.48|null        |null        | 14643.125|    83605.04
  1|crg49j4zawzwt| 311184100| 26319|SAT 12-10 03:00  |   1|     2|     17|  1342249.46|   237000.00|  1209778.05|         .00|         .00|ALL      |null     |    71163.41|null        |null        |13941.1765|    78955.85
  1|crg49j4zawzwt| 311184100| 26320|SAT 12-10 04:00  |   0|     1|     14|  1891345.20|   237280.00|  1755647.71|         .00|         .00|ALL      |null     |   125403.41|null        |null        |16948.5714|   135096.09
  1|crg49j4zawzwt| 311184100| 26321|SAT 12-10 05:00  |   1|     1|     16|  1383248.47|   237990.00|  1251058.80|         .00|         .00|ALL      |        0|    78191.17|null        |null        | 14874.375|    86453.03
  1|crg49j4zawzwt| 311184100| 26322|SAT 12-10 06:00  |   1|     1|     16|  1577502.26|   246840.00|  1439555.62|         .00|         .00|ALL      |        0|    89972.23|null        |null        |   15427.5|    98593.89
  1|crg49j4zawzwt| 311184100| 26323|SAT 12-10 07:00  |   1|     1|     16|  1414851.36|   251480.00|  1258032.15|         .00|        1.64|ALL      |null     |    78627.01|null        |         .10|   15717.5|    88428.21
  1|crg49j4zawzwt| 311184100| 26324|SAT 12-10 08:00  |   1|     1|     16|  1328670.59|   244210.00|  1195930.45|         .00|         .00|ALL      |null     |    74745.65|null        |null        | 15263.125|    83041.91
  1|crg49j4zawzwt| 311184100| 26325|SAT 12-10 09:00  |   1|     1|     16|  1328478.91|   243260.00|  1195711.40|         .00|         .00|ALL      |        0|    74731.96|null        |null        |  15203.75|    83029.93

   |             |          |      |                 |    |      |       |      elapsd|         cpu|          io|       clust|        conc|         |         |            |            |            |          |
   |             |          |      |                 | inv| parse|       |        time|        time|        wait|        wait|        wait|         |         |          io|         cwt|          cc|          |     elapsed
 in|             | plan_hash|  snap|                 |alid| calls|   exec|       delta|       delta|       delta|       delta|       delta|         |     rows|         per|         per|         per|          |         per
 ID|SQL_ID       |     value|    id|SNAP_BEG         | dlt| delta|  delta|        (ms)|        (ms)|        (ms)|        (ms)|        (ms)|OPT      |     exec|   execution|   execution|   execution|    CPU_EX|   execution
---|-------------|----------|------|-----------------|----|------|-------|------------|------------|------------|------------|------------|---------|---------|------------|------------|------------|----------|------------
  1|crg49j4zawzwt| 311184100| 26326|SAT 12-10 10:00  |   1|     1|     16|  1327973.86|   243650.00|  1195420.66|         .00|         .00|ALL      |        0|    74713.79|null        |null        | 15228.125|    82998.37
  1|crg49j4zawzwt| 311184100| 26327|SAT 12-10 11:00  |   1|     0|     16|  1327636.66|   244170.00|  1194832.58|         .00|         .00|ALL      |null     |    74677.04|null        |null        | 15260.625|    82977.29
  1|crg49j4zawzwt| 311184100| 26328|SAT 12-10 12:00  |   1|     1|     16|  1496375.67|   234070.00|  1366266.25|         .00|         .00|ALL      |null     |    85391.64|null        |null        | 14629.375|    93523.48
  1|crg49j4zawzwt| 311184100| 26329|SAT 12-10 13:00  |   0|     0|     16|  1363271.86|   254220.00|  1219984.97|         .00|      220.08|ALL      |        0|    76249.06|null        |       13.75|  15888.75|    85204.49
  1|crg49j4zawzwt| 311184100| 26330|SAT 12-10 14:00  |   0|     1|     15|  1883996.86|   219240.00|  1750997.07|         .00|      270.04|ALL      |        0|   116733.14|null        |       18.00|     14616|   125599.79
  1|crg49j4zawzwt| 311184100| 26331|SAT 12-10 15:00  |   0|     0|     16|  1221268.55|   230210.00|  1090714.96|         .00|         .00|ALL      |null     |    68169.69|null        |null        | 14388.125|    76329.28
  1|crg49j4zawzwt| 311184100| 26332|SAT 12-10 16:00  |   1|     0|     16|  1141271.53|   213280.00|  1020297.94|         .00|         .00|ALL      |null     |    63768.62|null        |null        |     13330|    71329.47
  1|crg49j4zawzwt| 311184100| 26333|SAT 12-10 17:00  |   1|     2|     16|  1485847.19|   214610.00|  1359879.17|         .00|         .00|ALL      |        0|    84992.45|null        |null        | 13413.125|    92865.45
  1|crg49j4zawzwt| 311184100| 26334|SAT 12-10 18:00  |   0|     0|     16|  1183111.64|   223500.00|  1053631.91|         .00|         .00|ALL      |        0|    65851.99|null        |null        |  13968.75|    73944.48
  1|crg49j4zawzwt| 311184100| 26335|SAT 12-10 19:00  |   0|     1|     16|  1182833.25|   224330.00|  1052733.70|         .00|         .00|ALL      |null     |    65795.86|null        |null        | 14020.625|    73927.08
  1|crg49j4zawzwt| 311184100| 26336|SAT 12-10 20:00  |   0|     1|     15|  1302972.76|   233680.00|  1164856.89|         .00|         .00|ALL      |null     |    77657.13|null        |null        |15578.6667|    86864.85
  1|crg49j4zawzwt| 311184100| 26337|SAT 12-10 21:00  |   0|     0|     16|  1364006.32|   254000.00|  1213551.10|         .00|         .00|ALL      |        0|    75846.94|null        |null        |     15875|    85250.39
  1|crg49j4zawzwt| 311184100| 26338|SAT 12-10 22:00  |   0|     0|     14|  2010781.99|   228820.00|  1869736.37|         .00|       36.16|ALL      |        0|   133552.60|null        |        2.58|16344.2857|   143627.29
  1|crg49j4zawzwt| 311184100| 26339|SAT 12-10 23:00  |   1|     0|     16|  1256632.31|   227110.00|  1127585.17|         .00|         .00|ALL      |null     |    70474.07|null        |null        | 14194.375|    78539.52
  1|crg49j4zawzwt| 311184100| 26340|SUN 13-10 00:00  |   1|     2|     11|   851101.01|   159800.00|   758695.39|         .00|         .00|ALL      |null     |    68972.31|null        |null        |14527.2727|    77372.82
  1|crg49j4zawzwt| 311184100| 26341|SUN 13-10 01:00  |   1|     3|     16|  1241492.34|   229130.00|  1110555.54|         .00|         .00|ALL      |        0|    69409.72|null        |null        | 14320.625|    77593.27
  1|crg49j4zawzwt| 311184100| 26342|SUN 13-10 02:00  |   0|     1|     17|  1266467.06|   225390.00|  1133588.23|         .00|         .00|ALL      |        0|    66681.66|null        |null        |13258.2353|    74498.06
